numero,filename,class,origin,source_file,row_idx
0390,0390.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4902
0391,0391.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1803
0392,0392.txt,phishing,ai,A_P_synthetic_phish.csv,53
0393,0393.txt,non-phishing,ai,A_L_kaggle.csv,273
0394,0394.txt,phishing,manuale,M_P_Nazario.csv,47
0395,0395.txt,non-phishing,ai,A_L_kaggle.csv,250
0396,0396.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5558
0397,0397.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,279
0398,0398.txt,phishing,manuale,M_P_Nazario.csv,417
0399,0399.txt,phishing,ai,A_P_synthetic_phish.csv,1881
0400,0400.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,895
