numero,filename,class,origin,source_file,row_idx,pred_class_label,pred_class_confidence,pred_origin_label,pred_origin_confidence,judge_model,judge_host,judge_error,phish_raw,origin_raw
132,0132.txt,phishing,manuale,M_P_Nazario.csv,595,phishing,0.7000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""urgent action"", ""credential request"", ""suspicious link mention""],""rationale"":""The email's tone is alarmist and demands immediate action, while the language used is vague and lacks specific details about the supposed upgrade.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""high consistency"", ""unnatural repetitiveness""],""rationale"":""The text exhibits a high degree of structure and repetition, with a clear template used throughout. The tone is formal and automated, lacking personal touches or unique characteristics.""}"
133,0133.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3394,phishing,0.7000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""urgent action"", ""credential request"", ""payment request""],""rationale"":""The email asks for cooperation and investment opportunities, which are common tactics used by phishing emails to deceive victims into revealing sensitive information or performing risky actions.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""high consistency"", ""unnatural repetitiveness""],""rationale"":""The email's structure and language suggest a high degree of formality and a focus on business transactions, which is typical of AI-generated emails. The text also exhibits a level of repetition and formulaic language that is often characteristic of automated"
134,0134.txt,phishing,ai,A_P_synthetic_phish.csv,375,non-phishing,0.8000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""Google docs link mention""],""rationale"":""The email appears to be a legitimate request from the department, and the language used is professional and informative.""}","{""label"":""unknown"",""confidence"":0.5,""style_cues"":[""generic salutations"",""unnatural repetitiveness""],""rationale"":""The text appears to be a template-like message with some generic phrases, but lacks distinctive language or personal touches.""}"
135,0135.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6009,non-phishing,0.9000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.9,""signals"":[""technical discussion"",""package build error""],""rationale"":""The email discusses a specific issue with rebuilding an RPM package and provides details about the problem and its resolution, indicating a legitimate technical conversation.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""high consistency"", ""low idiosyncrasy""],""rationale"":""The text appears to be a genuine email conversation between individuals, with a clear topic and specific details about the recompile process.""}"
136,0136.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2618,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{\n""label"": ""phishing"",\n""confidence"": 0.8,\n""signals"": [""urgent action"", ""credential request"", ""payment request"", ""suspicious link mention""],\n""rationale"": ""The email contains a mix of emotional appeals, requests for assistance, and vague promises of financial gain. The sender's identity is unclear, and the story lacks specific details. The tone is overly formal and tries to establish a sense of urge","{\n""label"": ""ai-generated"",\n""confidence"": 0.8,\n""style_cues"": [""template-like phrasing"", ""unnatural repetitiveness""],\n""rationale"": ""The email's structure, tone, and language are consistent with automated generated emails. The text contains repetitive phrases, generic greetings, and a lack of personal touch.""\n}"
137,0137.txt,phishing,manuale,M_P_Nazario.csv,1446,phishing,0.7000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""credential request"",""security challenge"",""permanent suspension threat""],""rationale"":""The email attempts to deceive the recipient into verifying their account by providing a suspicious link, which is a common phishing tactic.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""generic salutations""],""rationale"":""The text's structure and language are consistent with AI-generated content, featuring a clear template and formal tone.""}"
138,0138.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5597,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""technical discussion""],""rationale"":""The email appears to be a technical conversation about Postfix configuration and pattern matching, with no suspicious language or requests.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""high consistency"", ""low idiosyncrasy""],""rationale"":""The text exhibits a formal tone and structured writing style, with clear headings and concise paragraphs.""}"
139,0139.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2903,phishing,0.8000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""suspicious link mention""],""rationale"":""The email contains several red flags, including a sense of urgency, requests for financial assistance and investment opportunities, and the use of vague language to conceal the true nature of the transaction.""}","{""label"":""unknown"", ""confidence"":0.5, ""style_cues"":[""template-like phrasing"", ""generic salutations"", ""unnatural repetitiveness""], ""rationale"":""The email contains a mix of personal and business elements, with an unclear purpose and multiple red flags (e.g., urgent requests for assistance, vague threats). The tone is formal but lacks authenticity.""}"
140,0140.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5653,non-phishing,0.2000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.2,""signals"":[""legitimate email content"",""academic tone"",""technical language""], ""rationale"":""""}","{""label"":""manual"", ""confidence"":0.8, ""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""], ""rationale"":""The email text appears to be written in a formal and structured style, with a clear introduction, body, and conclusion. The language is professional and lacks the typical markers of AI-generated text.""}"
141,0141.txt,phishing,ai,A_P_synthetic_phish.csv,852,non-phishing,0.8000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""password expiration notice""],""rationale"":""The message appears to be a standard notification from an IT department, prompting the user to update their password. The tone is formal and the language used is professional.""}","{""label"":""unknown"",""confidence"":0.5,""style_cues"":[""generic salutations""],""rationale"":""The text lacks distinctive language and has a templated structure, making it difficult to determine whether it was written by a human or generated by AI.""}"
142,0142.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1160,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""academic announcement"", ""conference registration""], ""rationale"":""The email appears to be a legitimate academic conference announcement with details on the event, program, and logistics.""}","{""label"":""manual"", ""confidence"":0.8, ""style_cues"":[""very polished neutral tone"", ""template-like phrasing""], ""rationale"":""The email text appears to be a formal announcement with a structured format, using proper nouns and technical terms in a consistent manner.""}"
143,0143.txt,phishing,ai,A_P_synthetic_phish.csv,803,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[],""rationale"":""""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""polished tone"",""consistent formatting""],""rationale"":""The email's structure and language suggest a human touch, with a clear apology and formal closing.""}"
144,0144.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2849,phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""suspicious link mention"", ""spoofed identity"", ""unusual transaction""],""rationale"":""The email contains a sense of urgency, requests sensitive information and payment, and has an unusual transaction scenario. The sender's identity is also suspicious.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency"", ""low idiosyncrasy""],""rationale"":""The email's structure, language, and formatting suggest a human-written text. The use of formal greetings, precise details, and a clear call to action are characteristic of manual writing.""}"
145,0145.txt,phishing,ai,A_P_synthetic_phish.csv,2545,phishing,0.3000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.3,""signals"":[""credential request""],""rationale"":""The email's tone and language are suspiciously urgent, and it requests immediate action without providing clear context.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""high consistency""],""rationale"":""The text lacks personal touch and has a formal tone, suggesting automated generation.""}"
146,0146.txt,phishing,manuale,M_P_Nazario.csv,811,phishing,0.3000,ai-generated,0.7000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.3,""signals"":[""urgent action"",""credential request"",""suspicious link mention""],""rationale"":""The email's subject line and body contain urgent language and a request for the recipient to click on a link, which are common tactics used by phishing emails.""}","{""label"":""ai-generated"",""confidence"":0.7,""style_cues"":[""template-like phrasing"", ""unnatural repetitiveness""],""rationale"":""The email's structure and language are highly formulaic, with a repetitive tone and generic greetings.""}"
147,0147.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,781,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""technical discussion"",""hardware troubleshooting"",""Ethernet protocol reference""],""rationale"":""The email appears to be a genuine request for technical assistance and discussion, with no obvious attempts to deceive or manipulate the recipient.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The email's structure and language suggest a human author, with a clear introduction, concise description of the problem, and polite closing.""}"
148,0148.txt,phishing,manuale,M_P_Nazario.csv,724,non-phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""trusted sender"",""security measure""],""rationale"":""The email appears to be a legitimate notification from Apple Support, prompting the user to confirm their identity and recent activity.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""generic salutations""],""rationale"":""The message follows a common template for security notifications, and the language is formal and impersonal.""}"
149,0149.txt,phishing,ai,A_P_synthetic_phish.csv,720,non-phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""automated message""], ""rationale"":""The email's tone is formal and informative, with no urgent or threatening language. The request to change email preferences is a legitimate administrative task.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""generic salutations""],""rationale"":""The text's tone is formal and lacks personal touch, suggesting a generated or automated origin.""}"
150,0150.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5773,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""technical discussion"",""Linux-related content"",""legitimate email signature""],""rationale"":""The email appears to be a genuine discussion about Linux and video card configuration, with no suspicious links or requests for personal information.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency"", ""low idiosyncrasy""],""rationale"":""The text appears to be a well-structured and informative response, with a clear structure and use of technical terms. The language is formal and objective, suggesting that it was written by a human rather than an AI.""}"
151,0151.txt,phishing,manuale,M_P_Nazario.csv,1141,phishing,0.7000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""urgent action"", ""credential request"", ""suspicious link mention""],""rationale"":""The email attempts to deceive the recipient by claiming their account will be deleted if they don't take immediate action, and also requests them to delete/destroy the message. This is a common phishing tactic.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""professional tone"", ""formal language"", ""specific details""],""rationale"":""The email's structure, vocabulary, and specific details suggest a human author, although some phrases may be templated.""}"
152,0152.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3862,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request""],""rationale"":""The email asks the recipient to contact a lawyer and provides an email address that is likely a scam. The story of the sender's husband being murdered and leaving behind a large sum of money is suspicious.""}","{""label"":""ai-generated"", ""confidence"":0.8, ""style_cues"":[""template-like phrasing"", ""generic salutations"", ""unnatural repetitiveness""], ""rationale"":""The email's structure and language are overly formal and lack personal touches, suggesting a generated or heavily rewritten text.""}"
153,0153.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5290,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""legitimate vendor webcast"", ""educational content"", ""no suspicious links or attachments""],""rationale"":""The email appears to be a legitimate newsletter from SearchNetworking.com, featuring educational webcasts and no suspicious links or attachments.""}","{""label"":""manual"", ""confidence"":0.8, ""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""], ""rationale"":""The email text is well-structured and follows a standard format for webcast alerts. The language used is formal and professional, with no obvious signs of AI-generated content.""}"
154,0154.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3632,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""spoofed identity""],""rationale"":""The email attempts to deceive the recipient into revealing personal information and claiming a large sum of money, which is a common tactic used by phishing scammers.""}","{""label"":""ai-generated"", ""confidence"":0.8, ""style_cues"":[""template-like phrasing"", ""unnatural repetitiveness"", ""generic salutations""], ""rationale"":""The email's structure and language are overly formal and repetitive, with a focus on convincing the recipient to take action. The tone is somewhat generic and lacks personal touches, suggesting AI-generated content.""}"
155,0155.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1221,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""legitimate news source"", ""no suspicious links or attachments""], ""rationale"":""""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""""}"
156,0156.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,233,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""legitimate business communication"", ""industry-specific jargon""], ""rationale"":""The email appears to be a genuine business communication discussing market trends and financial news. The language used is professional and industry-specific, with no obvious red flags or attempts to deceive the recipient.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency"", ""low idiosyncrasy""],""rationale"":""The email's structure, language, and formatting suggest a human author, with a clear attempt to provide a comprehensive update on the situation.""}"
157,0157.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4623,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""spoofed identity""], ""rationale"":""The email contains a classic 'inheritance' scam, where the sender claims to be an orphaned heiress seeking help transferring funds. The tone is overly friendly and the language is vague, with no specific details about the inheritance or the bank account.""}","{""label"":""ai-generated"", ""confidence"":0.8, ""style_cues"":[""template-like phrasing"", ""generic salutations"", ""unnatural repetitiveness""], ""rationale"":""The email's structure and language are overly formal and lack personal touches, suggesting a generated or heavily rewritten text.""}"
158,0158.txt,phishing,manuale,M_P_Nazario.csv,1123,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""file sharing service""],""rationale"":""The email is a legitimate file transfer notification from WeTransfer, with no suspicious language or requests.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""high consistency"", ""generic salutations""],""rationale"":""The text appears to be a template-based message with some minor variations, suggesting human involvement in its creation.""}"
159,0159.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,336,non-phishing,0.8000,unknown,0.4000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""legitimate email content"", ""no suspicious links or attachments""],""rationale"":""The email appears to be a legitimate news report from BNA, Inc., with no signs of phishing attempts or malicious intent.""}","{""label"":""unknown"", ""confidence"":0.4, ""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""], ""rationale"":""The email text appears to be a compilation of news articles and press releases from various sources, with no clear authorship or personal touch. The language is formal and professional, but lacks the unique voice and perspective that would suggest human auth"
160,0160.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6219,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""personal reference""],""rationale"":""The email appears to be a personal and humorous exchange between two individuals, without any suspicious or malicious language.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""personal tone"", ""informal language"", ""conversational style""],""rationale"":""The text appears to be a personal and casual email exchange, with a conversational tone and informal language use.""}"
161,0161.txt,non-phishing,ai,A_L_kaggle.csv,167,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""prize giveaway"",""identity verification"",""mailing address request""],""rationale"":""The email appears to be a legitimate notification for a prize win, with standard procedures for claiming the prize and verifying identity.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""polished tone"",""personalized greeting"",""specific details""],""rationale"":""The email's language is formal yet friendly, with a clear structure and specific details about the prize. The use of a personalized greeting and closing also suggests human authorship.""}"
162,0162.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1086,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""technical discussion""],""rationale"":""The email appears to be a genuine inquiry about terminal settings and telnet usage, with no suspicious language or requests for sensitive information.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""human-like phrasing"",""informal tone"",""technical jargon""],""rationale"":""The text exhibits human-like phrasing and an informal tone, with technical jargon specific to the topic of terminal types and telnet connections.""}"
163,0163.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5552,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""disregard request""],""rationale"":""The email appears to be a legitimate notification from a bug tracking system, with no suspicious language or requests.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""natural tone"",""informal language"",""personal touch""],""rationale"":""The email's informal tone and personal touches, such as apologizing for noise, suggest a human author.""}"
164,0164.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2553,phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""suspicious link mention""],""rationale"":""The email contains a sob story and an offer to share a large sum of money, which is a common phishing tactic. The use of a fake name and title (Dr.) also raises suspicions.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""personal tone"", ""emotional appeal"", ""specific details""],""rationale"":""The email's structure, language, and content suggest a human-written message with personal emotions and specific details, making it less likely to be generated by AI.""}"
165,0165.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1292,non-phishing,0.8000,unknown,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""industry publications"", ""news articles"", ""conference announcements""], ""rationale"":""""}","{""label"":""unknown"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing""],""rationale"":""""}"
166,0166.txt,phishing,manuale,M_P_Nazario.csv,822,phishing,0.7000,ai-generated,0.7000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""suspicious link mention"", ""urgent action""],""rationale"":""The email's subject line and language are designed to create a sense of urgency, while the request to log in to 'Your Account' is a common phishing tactic.""}","{""label"":""ai-generated"",""confidence"":0.7,""style_cues"":[""template-like phrasing"", ""generic salutations""],""rationale"":""The tone and language used are formal and standardized, with a focus on security and confirmation of identity. The inclusion of specific details like 'PayPal Secure' and 'Copyright 1999-2018' suggest a generated or templated response.""}"
167,0167.txt,phishing,ai,A_P_synthetic_phish.csv,1170,non-phishing,0.8000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""fax message""],""rationale"":""The email appears to be a routine notification about new messages, and the tone is professional rather than urgent or suspicious.""}","{""label"":""unknown"",""confidence"":0.5,""style_cues"":[""generic salutations""],""rationale"":""The text lacks distinctive language features and appears to be a standard template, making it difficult to determine whether it was written by a human or generated by AI.""}"
168,0168.txt,phishing,manuale,M_P_Nazario.csv,882,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"",""credential request"",""suspicious link mention""],""rationale"":""The email's tone and language are overly urgent and threatening, attempting to create a sense of panic. The request to 'confirm' the account upgrade is also suspicious.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""generic salutations"", ""unnatural repetitiveness""],""rationale"":""The email's tone and language are overly formal and lack personal touch, suggesting a generated or heavily rewritten text.""}"
169,0169.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,38,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""confidential information request"", ""government agency involved""],""rationale"":""The email appears to be a legitimate request for confidential information from the General Accounting Office (GAO), which is a government agency. The tone and language used are professional and formal, indicating that it is not a phishing attempt.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency"", ""low idiosyncrasy""],""rationale"":""The email's formal tone, use of standard business language, and adherence to a clear structure suggest human authorship.""}"
170,0170.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5936,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""normal usage request"", ""IDE drive compatibility inquiry""],""rationale"":""The email is a genuine inquiry about using a CD-RW IDE drive with a Dell laptop, without any suspicious or deceptive language.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The email follows a standard format, with a clear subject line and proper salutations. The language is formal and polite, indicating human authorship.""}"
171,0171.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1139,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""technical discussion""],""rationale"":""The email appears to be a genuine technical conversation about file systems and byte orders, with no suspicious language or requests.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""natural tone"", ""idiomatic phrasing"", ""informal language""],""rationale"":""The text appears to be written in a conversational style, with a touch of humor and a willingness to acknowledge potential difficulties.""}"
172,0172.txt,phishing,ai,A_P_synthetic_phish.csv,217,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""system upgrade"", ""security update"", ""account information""],""rationale"":""The email appears to be a legitimate system maintenance notification from Microsoft, with no suspicious language or requests for sensitive information.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""generic salutations""],""rationale"":""The text exhibits a formal tone and structured language, suggesting human authorship. The use of placeholders like '[URL]' and '[NAME]' also indicates manual writing.""}"
173,0173.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,982,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""newsgroup proposal"",""voting instructions""],""rationale"":""The email discusses a legitimate newsgroup proposal and voting process, with no suspicious language or requests for personal information.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""natural tone"", ""personal touch"", ""informal language""], ""rationale"":""The text has a conversational tone and includes personal opinions, which suggests human authorship.""}"
174,0174.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2954,phishing,0.7000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""account threat"", ""spoofed identity""],""rationale"":""The email contains several red flags, including an unsolicited business proposal, a request for urgent action, and a demand for sensitive information. The tone is overly formal and the language is vague, which may indicate a phishing attempt.""","{""label"":""ai-generated"", ""confidence"":0.8, ""style_cues"":[""template-like phrasing"", ""generic salutations"", ""unnatural repetitiveness""], ""rationale"":""The email's structure and language suggest a high degree of formality and standardization, typical of AI-generated content. The text also exhibits a lack of personal touch and idiosyncrasy, further supporting the 'ai-generated' label.""}"
175,0175.txt,phishing,manuale,M_P_Nazario.csv,963,phishing,0.7000,manual,0.9000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""urgent action"",""credential request"",""account threat""],""rationale"":""The email attempts to create a sense of urgency and panic, while also requesting verification of an account. This is a common tactic used in phishing emails.""}","{""label"":""manual"",""confidence"":0.9,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""generic salutations""],""rationale"":""The email's structure and language suggest a human-written template, with a clear warning message and a call to action.""}"
176,0176.txt,non-phishing,ai,A_L_kaggle.csv,224,non-phishing,0.9000,manual,0.9000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.9,""signals"":[""job offer"",""leadership skills"",""sales team""], ""rationale"":""The email appears to be a legitimate job offer with no suspicious language or links. The tone is professional and the sender's identity is clearly stated.""}","{""label"":""manual"",""confidence"":0.9,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The email's formal tone and structured format suggest a human author, with a clear attempt to personalize the message through the use of Brian's name.""}"
177,0177.txt,phishing,manuale,M_P_L_Nigerian_5.csv,5084,phishing,0.7000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""suspicious link mention""],""rationale"":""The email contains several red flags, including an urgent tone and requests for payment or credential sharing. The use of a generic name and title also raises suspicions.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""unnatural repetitiveness""], ""rationale"":""The email's structure and language suggest a high degree of automation, with repetitive phrases and a lack of personal touch.""}"
178,0178.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2992,phishing,0.7000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""account threat"", ""spoofed identity""],""rationale"":""The email contains several red flags, including an unsolicited business proposal, a request for financial information and investment, and a sense of urgency to respond quickly. The language used is also overly formal and lacks specific details","{""label"":""unknown"", ""confidence"":0.5, ""style_cues"":[""template-like phrasing"", ""generic salutations"", ""unnatural repetitiveness""], ""rationale"":""The email's structure and language are overly formal and generic, with a focus on establishing a business relationship rather than conveying personal thoughts or emotions. The text lacks distinctive style cues that would suggest human authorship.""}"
179,0179.txt,phishing,ai,A_P_synthetic_phish.csv,1687,non-phishing,0.8000,unknown,0.4000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""student portal"", ""upgrade"", ""account""],""rationale"":""The message appears to be a legitimate notification from the student's educational institution, prompting them to upgrade their account.""}","{""label"":""unknown"",""confidence"":0.4,""style_cues"":[""generic salutations"", ""template-like phrasing""],""rationale"":""The text lacks distinctive language and has a straightforward, instructional tone, making it difficult to determine whether it was written by a human or generated by AI.""}"
180,0180.txt,non-phishing,ai,A_L_kaggle.csv,392,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""request for information""], ""rationale"":""The email appears to be a genuine community safety initiative, with no obvious attempts to deceive or manipulate the recipient.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The text exhibits a formal and structured tone, with a clear request for assistance and a sense of community involvement. The language is professional and courteous, suggesting human authorship.""}"
